corpus_id,title,doi,openaire_id,candidate_url,is_open,access_label,oa_route,license,version,hosted_by,collected_from
DCM-00769,Heuristics Based User Experience Evaluation for Identifying Challenges in IoT Enabled Conversational Agent Design,10.1145/3765766.3765824,doi_dedup___::96f5768e89d8ce9cc7f25191fe9226a5,https://doi.org/10.1145/3765766.3765824,false,,,,Article,Unknown Repository,Crossref
DCM-00769,Heuristics Based User Experience Evaluation for Identifying Challenges in IoT Enabled Conversational Agent Design,10.1145/3765766.3765824,doi_dedup___::96f5768e89d8ce9cc7f25191fe9226a5,https://doi.org/10.1145/3765766.3765824,false,,,,Conference object,DBLP,DBLP
DCM-00770,Modelling Attitudes of a Conversational Agent,10.5220/0008067102250232,doi_dedup___::d1dc9f281cad56e8ac45f14af321048b,https://dblp.org/rec/conf/ic3k/Koit19.html,false,,,,Conference object,DBLP,DBLP
DCM-00770,Modelling Attitudes of a Conversational Agent,10.5220/0008067102250232,doi_dedup___::d1dc9f281cad56e8ac45f14af321048b,https://doi.org/10.5220/0008067102250232,false,,,,Article,Unknown Repository,Crossref
DCM-00770,Modelling Attitudes of a Conversational Agent,10.5220/0008067102250232,doi_dedup___::d1dc9f281cad56e8ac45f14af321048b,https://doi.org/10.5220/0008067102250232,true,OPEN,hybrid,CC BY NC ND,Article,Unknown Repository,UnpayWall
DCM-00770,Modelling Attitudes of a Conversational Agent,10.5220/0008067102250232,doi_dedup___::d1dc9f281cad56e8ac45f14af321048b,https://doi.org/10.5220/0008067102250232,false,,,,Conference object,DBLP,DBLP
DCM-00770,Modelling Attitudes of a Conversational Agent,10.5220/0008067102250232,doi_dedup___::d1dc9f281cad56e8ac45f14af321048b,https://dx.doi.org/10.5220/0008067102250232,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00770,Modelling Attitudes of a Conversational Agent,10.5220/0008067102250232,doi_dedup___::d1dc9f281cad56e8ac45f14af321048b,https://dx.doi.org/10.5220/0008067102250232,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00772,BIAS 2v: An Interactive Conversational Agent for Sustainable Design Education,10.1145/3750069.3757724,doi_dedup___::2334ebeca43bbf89d15cbb1576b0af74,https://dblp.org/rec/conf/chitaly/Cavallin25a.html,false,,,,Conference object,DBLP,DBLP
DCM-00772,BIAS 2v: An Interactive Conversational Agent for Sustainable Design Education,10.1145/3750069.3757724,doi_dedup___::2334ebeca43bbf89d15cbb1576b0af74,https://doi.org/10.1145/3750069.3757724,false,,,,Article,Unknown Repository,Crossref
DCM-00772,BIAS 2v: An Interactive Conversational Agent for Sustainable Design Education,10.1145/3750069.3757724,doi_dedup___::2334ebeca43bbf89d15cbb1576b0af74,https://doi.org/10.1145/3750069.3757724,false,,,,Conference object,DBLP,DBLP
DCM-00773,Logo - the modular conversational agent understanding Polish,10.1109/isda.2005.60,doi_dedup___::25d6934b35a76e77a9444c36e2063dab,https://dblp.org/rec/conf/isda/PiaseckiMR05.html,false,,,,Conference object,DBLP,DBLP
DCM-00773,Logo - the modular conversational agent understanding Polish,10.1109/isda.2005.60,doi_dedup___::25d6934b35a76e77a9444c36e2063dab,https://doi.org/10.1109/ISDA.2005.60,false,,,,Conference object,DBLP,DBLP
DCM-00773,Logo - the modular conversational agent understanding Polish,10.1109/isda.2005.60,doi_dedup___::25d6934b35a76e77a9444c36e2063dab,https://doi.org/10.1109/isda.2005.60,false,,,,Article,Unknown Repository,Crossref
DCM-00773,Logo - the modular conversational agent understanding Polish,10.1109/isda.2005.60,doi_dedup___::25d6934b35a76e77a9444c36e2063dab,https://dx.doi.org/10.1109/isda.2005.60,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00773,Logo - the modular conversational agent understanding Polish,10.1109/isda.2005.60,doi_dedup___::25d6934b35a76e77a9444c36e2063dab,https://dx.doi.org/10.1109/isda.2005.60,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00774,Exploring young children's engagement in joint reading with a conversational agent,10.1145/3392063.3394417,doi_dedup___::766477f769f0d0406f2fe3857e8c9783,https://dblp.org/rec/conf/acmidc/XuW20.html,false,,,,Conference object,DBLP,DBLP
DCM-00774,Exploring young children's engagement in joint reading with a conversational agent,10.1145/3392063.3394417,doi_dedup___::766477f769f0d0406f2fe3857e8c9783,https://dl.acm.org/doi/pdf/10.1145/3392063.3394417,true,OPEN,bronze,,Article,Unknown Repository,UnpayWall
DCM-00774,Exploring young children's engagement in joint reading with a conversational agent,10.1145/3392063.3394417,doi_dedup___::766477f769f0d0406f2fe3857e8c9783,https://doi.org/10.1145/3392063.3394417,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref
DCM-00774,Exploring young children's engagement in joint reading with a conversational agent,10.1145/3392063.3394417,doi_dedup___::766477f769f0d0406f2fe3857e8c9783,https://doi.org/10.1145/3392063.3394417,false,,,,Conference object,DBLP,DBLP
DCM-00774,Exploring young children's engagement in joint reading with a conversational agent,10.1145/3392063.3394417,doi_dedup___::766477f769f0d0406f2fe3857e8c9783,https://dx.doi.org/10.1145/3392063.3394417,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00774,Exploring young children's engagement in joint reading with a conversational agent,10.1145/3392063.3394417,doi_dedup___::766477f769f0d0406f2fe3857e8c9783,https://dx.doi.org/10.1145/3392063.3394417,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00775,Emotion Selection in a Multi-Personality Conversational Agent,10.5220/0006113600340041,doi_dedup___::349585242834a6a4890b8cf98b79c267,https://dblp.org/rec/conf/icaart/Heudin17.html,false,,,,Conference object,DBLP,DBLP
DCM-00775,Emotion Selection in a Multi-Personality Conversational Agent,10.5220/0006113600340041,doi_dedup___::349585242834a6a4890b8cf98b79c267,https://doi.org/10.5220/0006113600340041,false,,,,Article,Unknown Repository,Crossref
DCM-00775,Emotion Selection in a Multi-Personality Conversational Agent,10.5220/0006113600340041,doi_dedup___::349585242834a6a4890b8cf98b79c267,https://doi.org/10.5220/0006113600340041,true,OPEN,hybrid,CC BY NC ND,Article,Unknown Repository,UnpayWall
DCM-00775,Emotion Selection in a Multi-Personality Conversational Agent,10.5220/0006113600340041,doi_dedup___::349585242834a6a4890b8cf98b79c267,https://doi.org/10.5220/0006113600340041,false,,,,Conference object,DBLP,DBLP
DCM-00775,Emotion Selection in a Multi-Personality Conversational Agent,10.5220/0006113600340041,doi_dedup___::349585242834a6a4890b8cf98b79c267,https://dx.doi.org/10.5220/0006113600340041,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00775,Emotion Selection in a Multi-Personality Conversational Agent,10.5220/0006113600340041,doi_dedup___::349585242834a6a4890b8cf98b79c267,https://dx.doi.org/10.5220/0006113600340041,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00776,Enhancing the Design of a Conversational Agent for an Ethical Interaction with Children,10.21437/iberspeech.2022-35,doi_dedup___::a9f387d18bffc079f3e04fd5bddb8197,https://dblp.org/rec/conf/iberspeech/EscobarPlanasGM22.html,false,,,,Conference object,DBLP,DBLP
DCM-00776,Enhancing the Design of a Conversational Agent for an Ethical Interaction with Children,10.21437/iberspeech.2022-35,doi_dedup___::a9f387d18bffc079f3e04fd5bddb8197,https://doi.org/10.21437/IberSPEECH.2022-35,false,,,,Conference object,DBLP,DBLP
DCM-00776,Enhancing the Design of a Conversational Agent for an Ethical Interaction with Children,10.21437/iberspeech.2022-35,doi_dedup___::a9f387d18bffc079f3e04fd5bddb8197,https://doi.org/10.21437/iberspeech.2022-35,false,,,,Article,Unknown Repository,Crossref
DCM-00777,Conversational Agent Framework in Mathematics Education,10.5220/0013340600004557,doi_________::ef25d4f731905e3e4328866b0e796c3d,https://doi.org/10.5220/0013340600004557,false,,,,Article,Unknown Repository,Crossref
DCM-00778,"A conversational agent framework for mental health screening: Design, implementation, and usability",10.31234/osf.io/t2r3z,doi_dedup___::44cb0e7ce3d15f8e861638264cc0b1d7,https://dblp.org/rec/journals/behaviourIT/BoianBTLRP25.html,false,,,,Article,DBLP,DBLP
DCM-00778,"A conversational agent framework for mental health screening: Design, implementation, and usability",10.31234/osf.io/t2r3z,doi_dedup___::44cb0e7ce3d15f8e861638264cc0b1d7,https://doi.org/10.1080/0144929x.2024.2332934,false,,,,Article,Behaviour and Information Technology,Crossref
DCM-00778,"A conversational agent framework for mental health screening: Design, implementation, and usability",10.31234/osf.io/t2r3z,doi_dedup___::44cb0e7ce3d15f8e861638264cc0b1d7,https://doi.org/10.1080/0144929x.2024.2332934,false,,,,Article,DBLP,DBLP
DCM-00778,"A conversational agent framework for mental health screening: Design, implementation, and usability",10.31234/osf.io/t2r3z,doi_dedup___::44cb0e7ce3d15f8e861638264cc0b1d7,https://doi.org/10.31234/osf.io/t2r3z,false,,,,Article,Unknown Repository,Crossref
DCM-00778,"A conversational agent framework for mental health screening: Design, implementation, and usability",10.31234/osf.io/t2r3z,doi_dedup___::44cb0e7ce3d15f8e861638264cc0b1d7,https://doi.org/10.31234/osf.io/t2r3z,true,OPEN,,,Preprint,OSF Preprints,OSF Preprints
DCM-00779,Conversational Co-creativity with Deep Reinforcement Learning Agent in Kitchen Layout,10.1007/978-3-030-90625-2_23,doi_________::aec9a39b525f04f9872dd20b3806cb47,https://doi.org/10.1007/978-3-030-90625-2_23,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00781,Design of a Conversational Agent as an Educational Tool,10.1109/lwmoocs.2018.8534591,doi_dedup___::6714ed1cf3e1b30fefe87d0fb3c7b21a,https://dblp.org/rec/conf/lwmoocs/KloosCMA18.html,false,,,,Conference object,DBLP,DBLP
DCM-00781,Design of a Conversational Agent as an Educational Tool,10.1109/lwmoocs.2018.8534591,doi_dedup___::6714ed1cf3e1b30fefe87d0fb3c7b21a,https://doi.org/10.1109/LWMOOCS.2018.8534591,false,,,,Conference object,DBLP,DBLP
DCM-00781,Design of a Conversational Agent as an Educational Tool,10.1109/lwmoocs.2018.8534591,doi_dedup___::6714ed1cf3e1b30fefe87d0fb3c7b21a,https://doi.org/10.1109/lwmoocs.2018.8534591,false,,,,Article,Unknown Repository,Crossref
DCM-00781,Design of a Conversational Agent as an Educational Tool,10.1109/lwmoocs.2018.8534591,doi_dedup___::6714ed1cf3e1b30fefe87d0fb3c7b21a,https://dx.doi.org/10.1109/lwmoocs.2018.8534591,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00781,Design of a Conversational Agent as an Educational Tool,10.1109/lwmoocs.2018.8534591,doi_dedup___::6714ed1cf3e1b30fefe87d0fb3c7b21a,https://dx.doi.org/10.1109/lwmoocs.2018.8534591,false,,,,Other literature type,Unknown Repository,Microsoft Academic Graph
DCM-00782,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,http://arxiv.org/abs/2501.18038,true,OPEN,,,Preprint,arXiv.org e-Print Archive,arXiv.org e-Print Archive
DCM-00782,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://arxiv.org/abs/2501.18038,true,OPEN,,,Preprint,arXiv.org e-Print Archive,arXiv.org e-Print Archive
DCM-00782,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://doi.org/10.2139/ssrn.6123637,false,,,,Article,Unknown Repository,Crossref
DCM-00782,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://doi.org/10.2139/ssrn.6123639,false,,,,Article,Unknown Repository,Crossref
DCM-00782,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://doi.org/10.55092/let20260006,false,,,,Article,Law Ethics & Technology,Crossref
DCM-00782,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123639,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://dx.doi.org/10.48550/arxiv.2501.18038,false,,,CC BY NC SA,Article,Unknown Repository,Datacite
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,http://arxiv.org/abs/2501.18038,true,OPEN,,,Preprint,arXiv.org e-Print Archive,arXiv.org e-Print Archive
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://arxiv.org/abs/2501.18038,true,OPEN,,,Preprint,arXiv.org e-Print Archive,arXiv.org e-Print Archive
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://doi.org/10.2139/ssrn.6123637,false,,,,Article,Unknown Repository,Crossref
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://doi.org/10.2139/ssrn.6123639,false,,,,Article,Unknown Repository,Crossref
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://doi.org/10.55092/let20260006,false,,,,Article,Law Ethics & Technology,Crossref
DCM-00783,Acceleration AI Ethics and the Telus GenAI Conversational Agent,10.2139/ssrn.6123637,doi_dedup___::5887b5bcdb8a380c9fac6299b3fdea52,https://dx.doi.org/10.48550/arxiv.2501.18038,false,,,CC BY NC SA,Article,Unknown Repository,Datacite
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,doi_dedup___::b245c28476c9e273ff6b915160059614,https://dblp.org/rec/conf/mm/VlasovZZBK21.html,false,,,,Conference object,DBLP,DBLP
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,doi_dedup___::b245c28476c9e273ff6b915160059614,https://doi.org/10.1145/3475959.3485393,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,doi_dedup___::b245c28476c9e273ff6b915160059614,https://doi.org/10.1145/3475959.3485393,false,,,,Conference object,DBLP,DBLP
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,doi_dedup___::b245c28476c9e273ff6b915160059614,https://dx.doi.org/10.1145/3475959.3485393,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,doi_dedup___::b245c28476c9e273ff6b915160059614,https://dx.doi.org/10.1145/3475959.3485393,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00787,The Design of a Trust-based Game as a Conversational Component of Interactive Environment for a Human-agent Negotiation,10.1145/3475959.3485393,doi_dedup___::b245c28476c9e273ff6b915160059614,https://dx.doi.org/10.13140/rg.2.2.32450.09922,false,,,,Conference object,ResearchGate Data,Datacite
DCM-00788,"Design, Implementation, and Usability Findings for aiCARE: A Conversational Agent for Mental Health Screening in Discord",10.2139/ssrn.4346205,doi_________::2347766748905f905fe4b8cf70775c35,https://doi.org/10.2139/ssrn.4346205,false,,,,Article,SSRN Electronic Journal,Crossref
DCM-00791,A Conversational Artificial Intelligence Agent for a Mental Health Care App: Evaluation Study of Its Participatory Design (Preprint),10.2196/preprints.30053,doi_________::d823074e86357d382f42f862c71b5645,https://doi.org/10.2196/preprints.30053,false,,,,Article,Unknown Repository,Crossref
DCM-00793,Agent and conversational context modulate perceived empathy in a Human-Voice agent interaction: An fMRI study,10.31234/osf.io/4a6wg_v1,doi_________::bac162582c2efbfdc57899e9f253c08c,https://doi.org/10.31234/osf.io/4a6wg_v1,false,,,,Article,Unknown Repository,Crossref
DCM-00794,Designing and Evaluating Conversational Interfaces with Animated Characters,10.7551/mitpress/2697.003.0014,doi_________::4f6af4ed1d25a29a48e509e99db526e5,https://doi.org/10.7551/mitpress/2697.003.0014,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00795,Human Conversation as a System Framework: Designing Embodied Conversational Agents,10.7551/mitpress/2697.003.0004,doi_________::dcd0004140fe0029f18ade51623a936b,https://doi.org/10.7551/mitpress/2697.003.0004,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00796,Designing Conversational Systems,10.1007/979-8-8688-0110-5_2,doi_________::5815b878c447fa969a0f48960a54d468,https://doi.org/10.1007/979-8-8688-0110-5_2,false,CLOSED,,Springer Nature TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00798,"""May I Help You?"": Designing Embodied Conversational Agent Allies",10.7551/mitpress/2697.003.0005,doi_________::98bfc2fabf4ebc03b9a26231b4976f30,https://doi.org/10.7551/mitpress/2697.003.0005,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00799,Designing Conversational Agents to Address Conversational Programmers' Learning Needs and Challenges,10.1145/3632621.3671418,doi_dedup___::8b3948e0c16d20e5fc93efe43338629a,https://dblp.org/rec/conf/icer/Hur24.html,false,,,,Conference object,DBLP,DBLP
DCM-00799,Designing Conversational Agents to Address Conversational Programmers' Learning Needs and Challenges,10.1145/3632621.3671418,doi_dedup___::8b3948e0c16d20e5fc93efe43338629a,https://doi.org/10.1145/3632621.3671418,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref
DCM-00799,Designing Conversational Agents to Address Conversational Programmers' Learning Needs and Challenges,10.1145/3632621.3671418,doi_dedup___::8b3948e0c16d20e5fc93efe43338629a,https://doi.org/10.1145/3632621.3671418,false,,,,Conference object,DBLP,DBLP
DCM-00800,Talking to Digital Fish,10.1007/1-4020-2730-3_10,doi_dedup___::20fb13b2292c7b88d75a6c8d7a786555,https://doi.org/10.1007/1-4020-2730-3_10,false,CLOSED,,Springer TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00803,Agentic Conversational Agents for Mental Health: Designing a Multilingual CBT Framework for Anxiety Management,10.5220/0014967700004027,doi_________::8b058db2d771f3641a71ff5ad44ae3dd,https://doi.org/10.5220/0014967700004027,false,,,,Article,Unknown Repository,Crossref
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,doi_dedup___::b1f6c975d2fe61ecd86bb7e8f3c50870,https://dblp.org/rec/conf/iva/CowellS03.html,false,,,,Conference object,DBLP,DBLP
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,doi_dedup___::b1f6c975d2fe61ecd86bb7e8f3c50870,https://doi.org/10.1007/978-3-540-39396-2_50,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,doi_dedup___::b1f6c975d2fe61ecd86bb7e8f3c50870,https://doi.org/10.1007/978-3-540-39396-2_50,false,,,,Conference object,DBLP,DBLP
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,doi_dedup___::b1f6c975d2fe61ecd86bb7e8f3c50870,https://doi.org/https://doi.org/10.1007/978-3-540-39396-2_50,false,,,,Article,"University of Central Florida (UCF): STARS (Showcase of Text, Archives, Research & Scholarship)",Bielefeld Academic Search Engine (BASE)
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,doi_dedup___::b1f6c975d2fe61ecd86bb7e8f3c50870,https://dx.doi.org/10.1007/978-3-540-39396-2_50,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00807,"Embodiment and Interaction Guidelines for Designing Credible, Trustworthy Embodied Conversational Agents",10.1007/978-3-540-39396-2_50,doi_dedup___::b1f6c975d2fe61ecd86bb7e8f3c50870,https://dx.doi.org/10.1007/978-3-540-39396-2_50,false,,,,Article,Unknown Repository,Microsoft Academic Graph
DCM-00808,Measurement and Evaluation of Embodied Conversational Agents,10.7551/mitpress/2697.003.0015,doi_________::a1d4ff0c9b9ea8748c7b61580470b2b8,https://doi.org/10.7551/mitpress/2697.003.0015,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00809,Conversational AI Agents for Financial Operations with Escalation-Aware Handoff Protocols: Designing Intelligent Human-AI Collaboration Systems,10.17762/ijisae.v14i1s.8190,doi_________::add612a9ef4a2cf2e9d71cd675768ca7,https://doi.org/10.17762/ijisae.v14i1s.8190,false,,,,Article,Unknown Repository,Crossref
DCM-00811,Truth Is Beauty: Researching Embodied Conversational Agents,10.7551/mitpress/2697.003.0016,doi_________::95cdc111055017774603096a038d225f,https://doi.org/10.7551/mitpress/2697.003.0016,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00812,Designing the Appearance of Conversational Agents with Personality,10.1007/978-3-031-82327-5_6,doi_________::97ddd92bcef7691d62a8b43812f4b601,https://doi.org/10.1007/978-3-031-82327-5_6,false,CLOSED,,Springer Nature TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00813,Designing Inclusive Voice-Based Conversational Agents for Individuals with Intellectual Disabilities,10.1145/3803767.3803773,doi_________::7218e79809a79ee3f28e4a1e1ed80f06,https://doi.org/10.1145/3803767.3803773,false,,,,Article,ACM SIGACCESS Accessibility and Computing,Crossref
DCM-00814,Understanding the Negative Aspects of User Experience in Human-likeness of Voice-based Conversational Agents,10.1145/3532106.3533528,doi_dedup___::6bcf01d55b61b4e37dbcefd99251c2f9,https://dblp.org/rec/conf/ACMdis/KimJL22.html,false,,,,Conference object,DBLP,DBLP
DCM-00814,Understanding the Negative Aspects of User Experience in Human-likeness of Voice-based Conversational Agents,10.1145/3532106.3533528,doi_dedup___::6bcf01d55b61b4e37dbcefd99251c2f9,https://doi.org/10.1145/3532106.3533528,false,CLOSED,,https://www.acm.org/publications/policies/copyright_policy#Background,Article,Unknown Repository,Crossref
DCM-00814,Understanding the Negative Aspects of User Experience in Human-likeness of Voice-based Conversational Agents,10.1145/3532106.3533528,doi_dedup___::6bcf01d55b61b4e37dbcefd99251c2f9,https://doi.org/10.1145/3532106.3533528,false,,,,Conference object,DBLP,DBLP
DCM-00816,Designing rule-based conversational agents with behavioral programming: a study of human subjects,10.1108/emjb-09-2021-0144,doi_________::855cef92b5fb385cf08d9ebb1f74a8eb,https://doi.org/10.1108/emjb-09-2021-0144,false,CLOSED,,Emerald Insight Site Policies,Article,EuroMed Journal of Business,Crossref
DCM-00818,Developing and Evaluating Conversational Agents,10.7551/mitpress/2697.003.0013,doi_dedup___::38e1b54ee1e768200ee55bd78d8d59e2,https://doi.org/10.1016/b978-012322735-5/50008-7,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00818,Developing and Evaluating Conversational Agents,10.7551/mitpress/2697.003.0013,doi_dedup___::38e1b54ee1e768200ee55bd78d8d59e2,https://doi.org/10.7551/mitpress/2697.003.0013,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00819,Nudge Nudge Wink Wink: Elements of Face-to-Face Conversation for Embodied Conversational Agents,10.7551/mitpress/2697.003.0002,doi_________::a8107563714892d925cc3cedf39c4bed,https://doi.org/10.7551/mitpress/2697.003.0002,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,http://arxiv.org/abs/2505.07142,true,OPEN,,,Preprint,arXiv.org e-Print Archive,arXiv.org e-Print Archive
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,https://dblp.org/rec/conf/ACMdis/GiudiciSCGG25.html,false,,,,Conference object,DBLP,DBLP
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,https://dblp.org/rec/journals/corr/abs-2505-07142.html,false,,,,Preprint,DBLP,DBLP
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,https://doi.org/10.1145/3715336.3735700,false,,,,Article,Unknown Repository,Crossref
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,https://doi.org/10.1145/3715336.3735700,false,,,,Conference object,DBLP,DBLP
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,https://doi.org/10.48550/arXiv.2505.07142,false,,,,Preprint,DBLP,DBLP
DCM-00820,Exploring Anthropomorphism in Conversational Agents for Environmental Sustainability,10.1145/3715336.3735700,doi_dedup___::3757d9a8a81b22547409b8d9d8423958,https://dx.doi.org/10.48550/arxiv.2505.07142,false,,,CC BY SA,Article,Unknown Repository,Datacite
DCM-00821,Designing Conversational AI for Creativity,10.1007/979-8-8688-2779-2_4,doi_________::2ce0ea1495893c1593af47dd9b2f14dc,https://doi.org/10.1007/979-8-8688-2779-2_4,false,CLOSED,,Springer Nature TDM,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00822,Beyond Text and Speech in Conversational Agents: Mapping the Design Space of Avatars,10.1145/3643834.3661563,doi_dedup___::2fa9b2183100ab130cb7c7a540c4df98,https://dblp.org/rec/conf/ACMdis/RashikJKSM24.html,false,,,,Conference object,DBLP,DBLP
DCM-00822,Beyond Text and Speech in Conversational Agents: Mapping the Design Space of Avatars,10.1145/3643834.3661563,doi_dedup___::2fa9b2183100ab130cb7c7a540c4df98,https://doi.org/10.1145/3643834.3661563,true,OPEN,hybrid,CC BY,Article,Unknown Repository,Crossref
DCM-00822,Beyond Text and Speech in Conversational Agents: Mapping the Design Space of Avatars,10.1145/3643834.3661563,doi_dedup___::2fa9b2183100ab130cb7c7a540c4df98,https://doi.org/10.1145/3643834.3661563,false,,,,Conference object,DBLP,DBLP
DCM-00823,Designing and Evaluating Interactive Agents as Social Skills Tutors for Children with Autism Spectrum Disorder,10.4018/978-1-60960-617-6.ch002,doi_dedup___::123e7332cce963734969cb1c36c3d4b7,https://doi.org/10.4018/978-1-60960-617-6.ch002,false,,,,Part of book or chapter of book,Unknown Repository,Crossref
DCM-00825,Conversational Structure for Artificial Agents,10.70675/c7696897zc084z4c01z971ez569e5eda249a,doi_________::160975ab953e966867c0812f62022bc1,https://doi.org/10.70675/c7696897zc084z4c01z971ez569e5eda249a,false,,,,Doctoral thesis,Unknown Repository,Crossref
DCM-00826,Designing Socially Aware Conversational Agents,10.1007/978-3-540-69369-7_29,doi_dedup___::5c1b615ddc1564d994c39c5b8b84b4b2,https://dblp.org/rec/conf/pit/TurnhoutTE08.html,false,,,,Conference object,DBLP,DBLP
